0, 0                      ,
8.17302e-08, -1.10044e-08 ,
6.55751e-07, -1.86583e-07 ,
7.26367e-07, -6.93678e-07 ,
1.27369e-06, -7.6615e-07  ,
3.37456e-06, 4.87649e-07  ,
5.80504e-06, 1.2523e-06   ,
6.46864e-06, 5.03248e-07  ,
2.92795e-06, -1.28691e-06 ,
1.2125e-06, -1.76369e-06  ,
3.77462e-06, 9.78703e-07  ,
5.59237e-06, 2.06579e-06  ,
3.25244e-06, 7.68641e-07  ,
7.87346e-07, 1.25893e-06  ,
1.54916e-06, 1.65282e-07  ,
-1.64411e-07, -1.4002e-07 ,
1.87226e-07, -1.97612e-07 ,
2.76559e-06, 7.07876e-07  ,
1.4568e-06, 2.45853e-06   ,
4.59385e-06, 2.37369e-07  ,
6.32271e-06, -2.09832e-06 ,
6.15816e-06, -1.40286e-06 ,
6.3808e-06, -1.76436e-06  ,
7.43166e-06, 5.07046e-07  ,
5.68868e-06, 4.80317e-06  ,
6.36046e-06, 5.53344e-06  ,
9.32185e-06, 4.79057e-06  ,
1.05364e-05, 5.40806e-07  ,
7.39704e-06, -9.11342e-07 ,
4.27013e-06, -6.94133e-08 ,
2.11242e-06, -7.05597e-07 ,
1.36643e-06, -5.16765e-07 ,
2.31396e-06, 1.14281e-06  ,
7.41228e-06, 2.86274e-07  ,
1.10778e-05, -8.02202e-08 ,
8.0137e-06, 3.88125e-06   ,
5.69683e-06, 2.6319e-06   ,
1.57679e-06, -6.02385e-07 ,
2.47331e-07, -6.76844e-07 ,
1.05822e-06, 2.83899e-07  ,
5.56826e-07, -2.80692e-07 ,
6.41777e-08, -2.91077e-07 ,
-1.48429e-07, -3.90719e-07,
1.35387e-06, -4.39792e-07 ,
1.85841e-06, 7.4228e-07   ,
-8.1168e-07, 1.15548e-06  ,
2.19842e-06, 1.70093e-06  ,
3.44275e-06, 2.66502e-06  ,
2.10631e-06, 2.40964e-06  ,
2.50422e-06, 2.13747e-06  ,
5.65191e-06, 9.22387e-07  ,
8.84387e-06, -7.18558e-07 ,
9.03352e-06, -1.88215e-06 ,
4.20883e-06, -7.98831e-07 ,
6.10119e-07, 8.88995e-08  ,
2.58889e-07, 1.27973e-07  ,
7.61745e-07, 2.39002e-07  ,
9.38303e-07, 1.45566e-07  ,
1.02512e-07, -3.34329e-07 ,
4.32327e-07, 3.25943e-08  ,
1.06497e-06, 7.50345e-07  ,
1.17981e-06, 6.90234e-07  ,
1.14985e-06, 2.37141e-07  ,
1.5441e-06, -2.66136e-07  ,
1.34698e-06, -2.25272e-07 ,
-6.2301e-07, -2.04932e-07 ,
1.05147e-06, -2.03499e-07 ,
1.31465e-06, -3.91377e-07 ,
2.36637e-07, -3.1131e-07  ,
1.98895e-07, 2.867e-07    ,
1.06191e-06, 4.73171e-07  ,
9.89831e-07, -1.30186e-07 ,
-7.24662e-07, -8.4751e-07 ,
3.90384e-06, -1.1026e-07  ,
1.39781e-06, 1.05792e-06  ,
-3.34115e-07, 1.04508e-06 ,
2.66867e-06, 2.12854e-07  ,
2.17363e-06, -8.30462e-07 ,
1.1096e-06, -8.13231e-07  ,
8.39103e-07, -1.73546e-07 ,
1.91218e-07, -1.53853e-07 ,
-1.51043e-08, -1.05491e-07,
1.73686e-07, -1.22826e-07 ,
6.02259e-07, 1.81359e-07  ,
1.33644e-06, 4.31845e-07  ,
2.42362e-06, 5.95431e-07  ,
4.29301e-06, 1.70146e-07  ,
4.328e-06, -7.49693e-07   ,
2.16138e-06, 2.37102e-07  ,
9.11378e-07, 5.98399e-07  ,
2.10671e-07, 4.87374e-07  ,
3.10313e-07, 9.55438e-08  ,
4.98952e-09, -4.72463e-07 ,
9.58391e-07, -3.30997e-07 ,
9.4738e-07, -3.71884e-07  ,
6.3656e-07, -1.07146e-06  ,
4.32912e-06, -2.28291e-07 ,
9.87875e-06, 4.78527e-07  ,
1.11184e-05, 1.48826e-06  ,
8.32279e-06, 1.44741e-06  ,
5.46057e-06, 7.81992e-07  ,
3.7393e-06, 1.33681e-06   ,
2.59083e-06, 1.11386e-06  ,
2.00064e-06, -7.38845e-07 ,
2.72856e-06, -1.68823e-06 ,
5.43924e-06, -6.0214e-07  ,
2.92833e-06, 8.97276e-07  ,
1.91782e-07, 3.64769e-07  ,
-4.84251e-08, -8.43426e-08,
3.45067e-07, -7.70321e-08 ,
1.79266e-06, -7.08829e-08 ,
1.74635e-06, 1.00619e-06  ,
1.76812e-06, 3.80454e-07  ,
6.23651e-07, -5.34774e-07 ,
-5.1614e-07, -3.20526e-07 ,
1.39206e-06, -4.09303e-07 ,
8.17452e-07, 5.39084e-07  ,
2.98725e-07, 4.67634e-07  ,
6.34512e-07, 1.28318e-07  ,
6.75378e-07, -2.93257e-07 ,
7.56802e-07, -5.8108e-07  ,
1.63632e-07, -9.59894e-07 ,
7.26252e-07, -1.18481e-06 ,
2.23875e-06, -2.09554e-06 ,
4.58365e-06, -5.31358e-07 ,
2.63637e-06, 9.25096e-07  ,
1.14152e-06, -5.12722e-07 ,
