items= 4096	
0.00000000000000	0.00000000000000
0.00000008173020	-0.00000001100440
0.00000065575100	-0.00000018658300
0.00000072636700	-0.00000069367800
0.00000127369000	-0.00000076615000
0.00000337456000	0.00000048764900
0.00000580504000	0.00000125230000
0.00000646864000	0.00000050324800
0.00000292795000	-0.00000128691000
0.00000121250000	-0.00000176369000
0.00000377462000	0.00000097870300
0.00000559237000	0.00000206579000
0.00000325244000	0.00000076864100
0.00000078734600	0.00000125893000
0.00000154916000	0.00000016528200
-0.00000016441100	-0.00000014002000
0.00000018722600	-0.00000019761200
0.00000276559000	0.00000070787600
0.00000145680000	0.00000245853000
0.00000459385000	0.00000023736900
0.00000632271000	-0.00000209832000
0.00000615816000	-0.00000140286000
0.00000638080000	-0.00000176436000
0.00000743166000	0.00000050704600
0.00000568868000	0.00000480317000
0.00000636046000	0.00000553344000
0.00000932185000	0.00000479057000
0.00001053640000	0.00000054080600
0.00000739704000	-0.00000091134200
0.00000427013000	-0.00000006941330
0.00000211242000	-0.00000070559700
0.00000136643000	-0.00000051676500
0.00000231396000	0.00000114281000
0.00000741228000	0.00000028627400
0.00001107780000	-0.00000008022020
0.00000801370000	0.00000388125000
0.00000569683000	0.00000263190000
0.00000157679000	-0.00000060238500
0.00000024733100	-0.00000067684400
0.00000105822000	0.00000028389900
0.00000055682600	-0.00000028069200
0.00000006417770	-0.00000029107700
-0.00000014842900	-0.00000039071900
0.00000135387000	-0.00000043979200
0.00000185841000	0.00000074228000
-0.00000081168000	0.00000115548000
0.00000219842000	0.00000170093000
0.00000344275000	0.00000266502000
0.00000210631000	0.00000240964000
0.00000250422000	0.00000213747000
0.00000565191000	0.00000092238700
0.00000884387000	-0.00000071855800
0.00000903352000	-0.00000188215000
0.00000420883000	-0.00000079883100
0.00000061011900	0.00000008889950
0.00000025888900	0.00000012797300
0.00000076174500	0.00000023900200
0.00000093830300	0.00000014556600
0.00000010251200	-0.00000033432900
0.00000043232700	0.00000003259430
0.00000106497000	0.00000075034500
0.00000117981000	0.00000069023400
0.00000114985000	0.00000023714100
0.00000154410000	-0.00000026613600
0.00000134698000	-0.00000022527200
-0.00000062301000	-0.00000020493200
0.00000105147000	-0.00000020349900
0.00000131465000	-0.00000039137700
0.00000023663700	-0.00000031131000
0.00000019889500	0.00000028670000
0.00000106191000	0.00000047317100
0.00000098983100	-0.00000013018600
-0.00000072466200	-0.00000084751000
0.00000390384000	-0.00000011026000
0.00000139781000	0.00000105792000
-0.00000033411500	0.00000104508000
0.00000266867000	0.00000021285400
0.00000217363000	-0.00000083046200
0.00000110960000	-0.00000081323100
0.00000083910300	-0.00000017354600
0.00000019121800	-0.00000015385300
-0.00000001510430	-0.00000010549100
0.00000017368600	-0.00000012282600
0.00000060225900	0.00000018135900
0.00000133644000	0.00000043184500
0.00000242362000	0.00000059543100
0.00000429301000	0.00000017014600
0.00000432800000	-0.00000074969300
0.00000216138000	0.00000023710200
0.00000091137800	0.00000059839900
0.00000021067100	0.00000048737400
0.00000031031300	0.00000009554380
0.00000000498952	-0.00000047246300
0.00000095839100	-0.00000033099700
0.00000094738000	-0.00000037188400
0.00000063656000	-0.00000107146000
0.00000432912000	-0.00000022829100
0.00000987875000	0.00000047852700
0.00001111840000	0.00000148826000
0.00000832279000	0.00000144741000
0.00000546057000	0.00000078199200
0.00000373930000	0.00000133681000
0.00000259083000	0.00000111386000
0.00000200064000	-0.00000073884500
0.00000272856000	-0.00000168823000
0.00000543924000	-0.00000060214000
0.00000292833000	0.00000089727600
0.00000019178200	0.00000036476900
-0.00000004842510	-0.00000008434260
0.00000034506700	-0.00000007703210
0.00000179266000	-0.00000007088290
0.00000174635000	0.00000100619000
0.00000176812000	0.00000038045400
0.00000062365100	-0.00000053477400
-0.00000051614000	-0.00000032052600
0.00000139206000	-0.00000040930300
0.00000081745200	0.00000053908400
0.00000029872500	0.00000046763400
0.00000063451200	0.00000012831800
0.00000067537800	-0.00000029325700
0.00000075680200	-0.00000058108000
0.00000016363200	-0.00000095989400
0.00000072625200	-0.00000118481000
0.00000223875000	-0.00000209554000
0.00000458365000	-0.00000053135800
0.00000263637000	0.00000092509600
0.00000114152000	-0.00000051272200
0.00000174143000	-0.00000066983000
0.00000322972000	0.00000020199700
0.00000191286000	-0.00000059312600
0.00000179831000	-0.00000147614000
0.00000569502000	-0.00000096031900
0.00000709726000	0.00000057635200
0.00000448321000	0.00000032064200
0.00000279438000	-0.00000033220800
0.00000176333000	0.00000053648900
0.00000128015000	0.00000036327200
0.00000139728000	-0.00000057799200
0.00000238477000	0.00000043333600
0.00000263378000	0.00000170504000
0.00000167446000	0.00000147691000
0.00000065058800	0.00000093134700
0.00000100581000	0.00000069371600
0.00000339507000	-0.00000049318300
0.00000742625000	-0.00000186604000
0.00000538333000	-0.00000115199000
-0.00000038732700	-0.00000090720900
0.00000037002100	-0.00000050825500
