0, 0                      ,
0.000100767, 7.43928e-05  ,
0.000577141, 0.000316875  ,
0.00100942, 0.000230925   ,
0.000833196, -0.000496595 ,
0.00072359, -0.0013508    ,
0.00132036, -0.00179092   ,
0.00200122, -0.00176598   ,
0.00194199, -0.00146224   ,
0.00064376, -0.0011474    ,
-0.00071816, -0.00145967  ,
-0.000484509, -0.00234756 ,
0.000372451, -0.00245907  ,
0.000501396, -0.00124669  ,
0.00108786, -0.000194034  ,
0.00140641, -9.89177e-05  ,
-0.000123294, -9.08872e-05,
-0.0017494, 0.000313189   ,
-0.00160198, -0.000117843 ,
-0.000792195, -0.00159296 ,
-0.00103033, -0.00237145  ,
-0.00171877, -0.00191942  ,
-0.00200007, -0.00141736  ,
-0.00253991, -0.000917772 ,
-0.00252424, -0.00111174  ,
-0.00118559, -0.00242498  ,
0.000806676, -0.00301728  ,
0.00225268, -0.00248723   ,
0.0022272, -0.00221902    ,
0.00146213, -0.00186595   ,
0.00108797, -0.00143593   ,
0.000395945, -0.00117112  ,
-4.19832e-05, -0.00118097 ,
0.0008969, -0.00199126    ,
0.00151338, -0.00304075   ,
0.00143207, -0.00293039   ,
0.00214793, -0.001685     ,
0.00223688, -0.000529466  ,
0.000607146, -0.000413007 ,
-0.000239939, -0.000951579,
1.68664e-05, -0.00111632  ,
-0.000243852, -0.000502489,
-0.00051902, 0.000124154  ,
0.000440832, 0.00064735   ,
0.00143713, 0.00111275    ,
0.000558431, 0.000948885  ,
-0.00127838, -0.000103062 ,
-0.00160202, -0.00145969  ,
-0.000346003, -0.00197881 ,
0.001001, -0.00123947     ,
0.00203132, -0.0003799    ,
0.0027704, -6.40423e-05   ,
0.00318457, -0.000332986  ,
0.00274485, -0.000878029  ,
0.00130657, -0.000708978  ,
0.000389266, -0.000143186 ,
0.000692324, 7.40937e-05  ,
0.00105129, 0.000457727   ,
0.000699615, 0.000443075  ,
0.000320588, -0.000274843 ,
0.000827508, -0.000607758 ,
0.00126862, -2.49745e-05  ,
0.000940343, 0.000525573  ,
0.000824339, 0.000712922  ,
0.00123136, 0.000742078   ,
0.000883336, 0.000349398  ,
